"DTI_CL_INDICADOR","Indicator","DTI_CL_TRIMESTRE_MOVIL","Mobile trimester","DTI_CL_REGION","Region","DTI_CL_SEXO","Sex","Value","Flag Codes","Flags"
"ENE_TO","Employment rate (2002-based projections)","2010-V03","2010 feb-apr","CHL10","Region of Los Lagos","F","Female",39.9977547433703,,
"ENE_TO","Employment rate (2002-based projections)","2010-V03","2010 feb-apr","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",59.6402481114745,,
"ENE_TO","Employment rate (2002-based projections)","2010-V03","2010 feb-apr","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",72.3717162301309,,
"ENE_TO","Employment rate (2002-based projections)","2010-V03","2010 feb-apr","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",45.0819473904885,,
"ENE_TO","Employment rate (2002-based projections)","2010-V03","2010 feb-apr","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",53.2918876802192,,
"ENE_TO","Employment rate (2002-based projections)","2010-V03","2010 feb-apr","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",67.8443676843259,,
"ENE_TO","Employment rate (2002-based projections)","2010-V03","2010 feb-apr","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",36.8253988747939,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","_T","Nationwide total","_T","Total",52.678763290846,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","_T","Nationwide total","M","Male",66.1451353485359,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","_T","Nationwide total","F","Female",39.6942596690855,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL15","Region of Arica y Parinacota","_T","Total",57.2164148828878,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL15","Region of Arica y Parinacota","M","Male",67.553590331194,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL15","Region of Arica y Parinacota","F","Female",47.7356158685198,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL01","Region of Tarapacá","_T","Total",62.6117563566582,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL01","Region of Tarapacá","M","Male",72.7947497169687,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL01","Region of Tarapacá","F","Female",51.4714994827821,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL02","Region of Antofagasta","_T","Total",57.3555483033125,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL02","Region of Antofagasta","M","Male",71.8763759328998,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL02","Region of Antofagasta","F","Female",41.3647883814018,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL03","Region of Atacama","_T","Total",54.5908882100483,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL03","Region of Atacama","M","Male",70.0536641903803,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL03","Region of Atacama","F","Female",38.4359455637575,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL04","Region of Coquimbo","_T","Total",49.7056196764357,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL04","Region of Coquimbo","M","Male",64.3356666594509,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL04","Region of Coquimbo","F","Female",35.6215357910289,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL05","Region of Valparaíso","_T","Total",50.4441574540953,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL05","Region of Valparaíso","M","Male",63.5539524471506,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL05","Region of Valparaíso","F","Female",37.9865675253498,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL13","Region Metropolitana de Santiago","_T","Total",55.3297467470534,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL13","Region Metropolitana de Santiago","M","Male",67.8414369592092,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL13","Region Metropolitana de Santiago","F","Female",43.6808471346563,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",51.852494837793,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",67.3877730894623,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",36.1295434992677,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL07","Region of Maule","_T","Total",47.2209659196802,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL07","Region of Maule","M","Male",63.084199654726,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL07","Region of Maule","F","Female",31.6914941683351,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL16","Region of Ñuble","_T","Total",43.8629896961888,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL16","Region of Ñuble","M","Male",56.3473777341471,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL16","Region of Ñuble","F","Female",31.8087060214535,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL08","Region of Biobío","_T","Total",47.2827064309754,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL08","Region of Biobío","M","Male",61.5661561325412,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL08","Region of Biobío","F","Female",33.6876041921482,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL09","Region of La Araucanía","_T","Total",51.8320678491964,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL09","Region of La Araucanía","M","Male",67.1813638934938,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL09","Region of La Araucanía","F","Female",37.034114966851,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL14","Region of Los Ríos","_T","Total",47.8819116607286,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL14","Region of Los Ríos","M","Male",61.3758533909176,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL14","Region of Los Ríos","F","Female",34.5947617889722,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL10","Region of Los Lagos","_T","Total",54.2495529348446,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL10","Region of Los Lagos","M","Male",67.3865902911044,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL10","Region of Los Lagos","F","Female",40.7164139217116,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",59.7892705277427,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",72.4151003581042,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",45.3540909669319,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",54.0206336962983,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",67.3869955207186,,
"ENE_TO","Employment rate (2002-based projections)","2010-V04","2010 mar-may","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",38.8976464623585,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","_T","Nationwide total","_T","Total",53.0527734311395,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","_T","Nationwide total","M","Male",66.4332858654624,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","_T","Nationwide total","F","Female",40.1505801958011,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL15","Region of Arica y Parinacota","_T","Total",57.3841512070612,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL15","Region of Arica y Parinacota","M","Male",68.5067904331569,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL15","Region of Arica y Parinacota","F","Female",47.1897956909469,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL01","Region of Tarapacá","_T","Total",61.3855470700866,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL01","Region of Tarapacá","M","Male",72.0191018303212,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL01","Region of Tarapacá","F","Female",49.7511417706996,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL02","Region of Antofagasta","_T","Total",58.5002993137895,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL02","Region of Antofagasta","M","Male",73.2290443818346,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL02","Region of Antofagasta","F","Female",42.2812641854513,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL03","Region of Atacama","_T","Total",54.6182537133356,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL03","Region of Atacama","M","Male",71.0371991159995,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL03","Region of Atacama","F","Female",37.465090428744,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL04","Region of Coquimbo","_T","Total",51.09773939313,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL04","Region of Coquimbo","M","Male",65.7043048390204,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL04","Region of Coquimbo","F","Female",37.0358720888624,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL05","Region of Valparaíso","_T","Total",51.4589915003053,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL05","Region of Valparaíso","M","Male",65.3815986757034,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL05","Region of Valparaíso","F","Female",38.2278637187174,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL13","Region Metropolitana de Santiago","_T","Total",55.5920306525226,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL13","Region Metropolitana de Santiago","M","Male",67.7408437656476,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL13","Region Metropolitana de Santiago","F","Female",44.2801108801155,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL06","Region of Libertador Gral. Bernardo O'Higgins","_T","Total",51.1654431074648,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL06","Region of Libertador Gral. Bernardo O'Higgins","M","Male",66.8807471998222,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL06","Region of Libertador Gral. Bernardo O'Higgins","F","Female",35.2602377289741,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL07","Region of Maule","_T","Total",46.9225464911057,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL07","Region of Maule","M","Male",62.5746582331444,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL07","Region of Maule","F","Female",31.6008726703582,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL16","Region of Ñuble","_T","Total",46.2741142303831,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL16","Region of Ñuble","M","Male",59.362343498217,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL16","Region of Ñuble","F","Female",33.6358295878225,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL08","Region of Biobío","_T","Total",48.6640823614304,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL08","Region of Biobío","M","Male",62.1936510380316,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL08","Region of Biobío","F","Female",35.7868592653722,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL09","Region of La Araucanía","_T","Total",50.877530198703,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL09","Region of La Araucanía","M","Male",65.9887015162852,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL09","Region of La Araucanía","F","Female",36.3091631851836,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL14","Region of Los Ríos","_T","Total",47.3588292881344,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL14","Region of Los Ríos","M","Male",60.8979343604786,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL14","Region of Los Ríos","F","Female",34.0282747614349,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL10","Region of Los Lagos","_T","Total",54.0143080178513,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL10","Region of Los Lagos","M","Male",67.7189082806182,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL10","Region of Los Lagos","F","Female",39.8947650173778,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","_T","Total",60.7267498650157,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","M","Male",72.3428397162505,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL11","Region of Aysén del Gral. Carlos Ibáñez del Campo","F","Female",47.4471040273575,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","_T","Total",55.7705497985609,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","M","Male",67.5117542305357,,
"ENE_TO","Employment rate (2002-based projections)","2010-V05","2010 apr-jun","CHL12","Region of Magallanes y La Antártica Chilena","F","Female",42.4863517641652,,
"ENE_TO","Employment rate (2002-based projections)","2010-V06","2010 may-jul","_T","Nationwide total","_T","Total",53.4314261253836,,
"ENE_TO","Employment rate (2002-based projections)","2010-V06","2010 may-jul","_T","Nationwide total","M","Male",66.502127929436,,
